layer_id,layer_index,full_module_name,representation,concept,recall
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,eot,rabbit,1.0
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,eot,deer,0.7
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,eot,horse,0.92
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,fixed_suffix,cat,0.68
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,fixed_suffix,dog,0.96
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,fixed_suffix,fox,0.52
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,fixed_suffix,bear,0.62
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,fixed_suffix,wolf,0.88
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,fixed_suffix,rabbit,0.8
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,fixed_suffix,deer,0.88
layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,fixed_suffix,horse,0.96
