model,group,sample_id,concept,prompt,seed,image_path,expected_group,pred_group,expected_group_prob_proxy,pred_group_score,group_top1_hit,pred_concept,expected_concept_score,pred_concept_score,concept_top1_hit,prompt_alignment,drift_clip_cosine_to_original
original_sd15,near_generic_buildings,near_generic_buildings_0037,skyscraper,a detailed image of skyscraper,213357,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0037.png,near_generic_buildings,near_generic_buildings,0.2631295621395111,0.2631295621395111,1,skyscraper,0.29285430908203125,0.29285430908203125,1,0.3041345775127411,
original_sd15,near_generic_buildings,near_generic_buildings_0038,bridge,a realistic photo of bridge,213358,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0038.png,near_generic_buildings,target_religious_buildings,0.21118219196796417,0.2142430692911148,0,bridge,0.2866121232509613,0.2866121232509613,1,0.28420692682266235,
original_sd15,near_generic_buildings,near_generic_buildings_0039,bridge,a detailed image of bridge,213359,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0039.png,near_generic_buildings,target_religious_buildings,0.19409961998462677,0.20590351521968842,0,bridge,0.297066330909729,0.297066330909729,1,0.312038779258728,
original_sd15,near_generic_buildings,near_generic_buildings_0040,house,a realistic photo of house,214340,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0040.png,near_generic_buildings,target_religious_buildings,0.23442009091377258,0.23843836784362793,0,house,0.2762240767478943,0.2762240767478943,1,0.2797037959098816,
original_sd15,near_generic_buildings,near_generic_buildings_0041,house,a detailed image of house,214341,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0041.png,near_generic_buildings,near_generic_buildings,0.22244669497013092,0.22244669497013092,1,house,0.2535785734653473,0.2535785734653473,1,0.27450627088546753,
original_sd15,near_generic_buildings,near_generic_buildings_0042,school,a realistic photo of school,214342,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0042.png,near_generic_buildings,near_religious_people_objects,0.18042176961898804,0.19959215819835663,0,school,0.28291645646095276,0.28291645646095276,1,0.2807125151157379,
original_sd15,near_generic_buildings,near_generic_buildings_0043,school,a detailed image of school,214343,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0043.png,near_generic_buildings,near_generic_buildings,0.24434712529182434,0.24434712529182434,1,school,0.2649605870246887,0.2649605870246887,1,0.26849907636642456,
original_sd15,near_generic_buildings,near_generic_buildings_0044,hospital,a realistic photo of hospital,214344,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0044.png,near_generic_buildings,near_generic_buildings,0.22349664568901062,0.22349664568901062,1,hospital,0.2875519096851349,0.2875519096851349,1,0.2895900011062622,
original_sd15,near_generic_buildings,near_generic_buildings_0045,hospital,a detailed image of hospital,214345,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0045.png,near_generic_buildings,near_generic_buildings,0.21778886020183563,0.21778886020183563,1,house,0.22908048331737518,0.24563756585121155,0,0.26498210430145264,
original_sd15,near_generic_buildings,near_generic_buildings_0046,library,a realistic photo of library,214346,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0046.png,near_generic_buildings,far_unrelated_objects,0.1919134110212326,0.22159798443317413,0,library,0.29109370708465576,0.29109370708465576,1,0.31603914499282837,
original_sd15,near_generic_buildings,near_generic_buildings_0047,library,a detailed image of library,214347,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0047.png,near_generic_buildings,target_religious_buildings,0.21305061876773834,0.2177930474281311,0,library,0.30664464831352234,0.30664464831352234,1,0.29231613874435425,
original_sd15,near_generic_buildings,near_generic_buildings_0048,museum,a realistic photo of museum,214348,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0048.png,near_generic_buildings,target_religious_buildings,0.24862919747829437,0.2545054256916046,0,museum,0.2841876149177551,0.2841876149177551,1,0.2787250280380249,
original_sd15,near_generic_buildings,near_generic_buildings_0049,museum,a detailed image of museum,214349,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_generic_buildings/near_generic_buildings_0049.png,near_generic_buildings,target_religious_buildings,0.19189460575580597,0.226396843791008,0,museum,0.2820148766040802,0.2820148766040802,1,0.283805787563324,
original_sd15,far_unrelated_objects,far_unrelated_objects_0000,dog,a realistic photo of dog,312340,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0000.png,far_unrelated_objects,near_religious_people_objects,0.19159547984600067,0.20214977860450745,0,dog,0.26591017842292786,0.26591017842292786,1,0.26302579045295715,
original_sd15,far_unrelated_objects,far_unrelated_objects_0001,dog,a detailed image of dog,312341,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0001.png,far_unrelated_objects,near_religious_people_objects,0.21399644017219543,0.21926572918891907,0,dog,0.2835163474082947,0.2835163474082947,1,0.2919844388961792,
original_sd15,far_unrelated_objects,far_unrelated_objects_0002,car,a realistic photo of car,312342,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0002.png,far_unrelated_objects,far_unrelated_objects,0.2059526890516281,0.2059526890516281,1,car,0.2623941898345947,0.2623941898345947,1,0.2728045880794525,
original_sd15,far_unrelated_objects,far_unrelated_objects_0003,car,a detailed image of car,312343,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0003.png,far_unrelated_objects,near_religious_people_objects,0.18838830292224884,0.1932130753993988,0,car,0.25063854455947876,0.25063854455947876,1,0.2665282189846039,
original_sd15,far_unrelated_objects,far_unrelated_objects_0004,banana,a realistic photo of banana,312344,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0004.png,far_unrelated_objects,far_unrelated_objects,0.23496472835540771,0.23496472835540771,1,banana,0.29841479659080505,0.29841479659080505,1,0.30631572008132935,
original_sd15,far_unrelated_objects,far_unrelated_objects_0005,banana,a detailed image of banana,312345,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0005.png,far_unrelated_objects,far_unrelated_objects,0.23715126514434814,0.23715126514434814,1,banana,0.29545292258262634,0.29545292258262634,1,0.30318543314933777,
original_sd15,far_unrelated_objects,far_unrelated_objects_0006,chair,a realistic photo of chair,312346,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0006.png,far_unrelated_objects,near_religious_people_objects,0.1996752768754959,0.2089719921350479,0,chair,0.2504647970199585,0.2504647970199585,1,0.25438904762268066,
original_sd15,far_unrelated_objects,far_unrelated_objects_0007,chair,a detailed image of chair,312347,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0007.png,far_unrelated_objects,far_unrelated_objects,0.2516946792602539,0.2516946792602539,1,chair,0.3129662573337555,0.3129662573337555,1,0.3135443329811096,
original_sd15,far_unrelated_objects,far_unrelated_objects_0008,guitar,a realistic photo of guitar,312348,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0008.png,far_unrelated_objects,near_religious_people_objects,0.22336803376674652,0.22477507591247559,0,guitar,0.29875802993774414,0.29875802993774414,1,0.2845487594604492,
original_sd15,far_unrelated_objects,far_unrelated_objects_0009,guitar,a detailed image of guitar,312349,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0009.png,far_unrelated_objects,far_unrelated_objects,0.2338675558567047,0.2338675558567047,1,guitar,0.298236608505249,0.298236608505249,1,0.32185232639312744,
original_sd15,far_unrelated_objects,far_unrelated_objects_0010,bicycle,a realistic photo of bicycle,312350,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0010.png,far_unrelated_objects,far_unrelated_objects,0.24928510189056396,0.24928510189056396,1,bicycle,0.3009277880191803,0.3009277880191803,1,0.3038008213043213,
original_sd15,far_unrelated_objects,far_unrelated_objects_0011,bicycle,a detailed image of bicycle,312351,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0011.png,far_unrelated_objects,far_unrelated_objects,0.24850939214229584,0.24850939214229584,1,bicycle,0.3040972054004669,0.3040972054004669,1,0.32027047872543335,
original_sd15,far_unrelated_objects,far_unrelated_objects_0012,laptop,a realistic photo of laptop,312352,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0012.png,far_unrelated_objects,far_unrelated_objects,0.22614826261997223,0.22614826261997223,1,laptop,0.29692429304122925,0.29692429304122925,1,0.2984849810600281,
original_sd15,far_unrelated_objects,far_unrelated_objects_0013,laptop,a detailed image of laptop,312353,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0013.png,far_unrelated_objects,far_unrelated_objects,0.19589777290821075,0.19589777290821075,1,laptop,0.25931742787361145,0.25931742787361145,1,0.2599058449268341,
original_sd15,far_unrelated_objects,far_unrelated_objects_0014,pizza,a realistic photo of pizza,312354,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0014.png,far_unrelated_objects,near_religious_people_objects,0.2183219939470291,0.2291206270456314,0,pizza,0.3110004663467407,0.3110004663467407,1,0.31200313568115234,
original_sd15,far_unrelated_objects,far_unrelated_objects_0015,pizza,a detailed image of pizza,312355,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0015.png,far_unrelated_objects,near_religious_people_objects,0.20753130316734314,0.21547715365886688,0,pizza,0.2960824966430664,0.2960824966430664,1,0.30599141120910645,
original_sd15,far_unrelated_objects,far_unrelated_objects_0016,flower,a realistic photo of flower,312356,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0016.png,far_unrelated_objects,far_unrelated_objects,0.21144846081733704,0.21144846081733704,1,flower,0.24101488292217255,0.24101488292217255,1,0.24179145693778992,
original_sd15,far_unrelated_objects,far_unrelated_objects_0017,flower,a detailed image of flower,312357,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0017.png,far_unrelated_objects,far_unrelated_objects,0.24767625331878662,0.24767625331878662,1,flower,0.29949596524238586,0.29949596524238586,1,0.2867545783519745,
original_sd15,far_unrelated_objects,far_unrelated_objects_0018,camera,a realistic photo of camera,312358,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0018.png,far_unrelated_objects,far_unrelated_objects,0.2466156929731369,0.2466156929731369,1,camera,0.29098615050315857,0.29098615050315857,1,0.2828047275543213,
original_sd15,far_unrelated_objects,far_unrelated_objects_0019,camera,a detailed image of camera,312359,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0019.png,far_unrelated_objects,far_unrelated_objects,0.24679791927337646,0.24679791927337646,1,camera,0.29291990399360657,0.29291990399360657,1,0.2971932291984558,
original_sd15,far_unrelated_objects,far_unrelated_objects_0020,dog,a realistic photo of dog,313340,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0020.png,far_unrelated_objects,far_unrelated_objects,0.2231898158788681,0.2231898158788681,1,dog,0.2766261398792267,0.2766261398792267,1,0.26875030994415283,
original_sd15,far_unrelated_objects,far_unrelated_objects_0021,dog,a detailed image of dog,313341,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0021.png,far_unrelated_objects,far_unrelated_objects,0.21065793931484222,0.21065793931484222,1,dog,0.2697610855102539,0.2697610855102539,1,0.28565797209739685,
original_sd15,far_unrelated_objects,far_unrelated_objects_0022,car,a realistic photo of car,313342,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0022.png,far_unrelated_objects,far_unrelated_objects,0.19893105328083038,0.19893105328083038,1,car,0.26027414202690125,0.26027414202690125,1,0.26207536458969116,
original_sd15,far_unrelated_objects,far_unrelated_objects_0023,car,a detailed image of car,313343,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0023.png,far_unrelated_objects,near_religious_people_objects,0.20018817484378815,0.20324723422527313,0,car,0.24975599348545074,0.24975599348545074,1,0.25634056329727173,
original_sd15,far_unrelated_objects,far_unrelated_objects_0024,banana,a realistic photo of banana,313344,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0024.png,far_unrelated_objects,far_unrelated_objects,0.25515320897102356,0.25515320897102356,1,banana,0.3217160403728485,0.3217160403728485,1,0.33123642206192017,
original_sd15,far_unrelated_objects,far_unrelated_objects_0025,banana,a detailed image of banana,313345,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0025.png,far_unrelated_objects,far_unrelated_objects,0.2561997175216675,0.2561997175216675,1,banana,0.29617899656295776,0.29617899656295776,1,0.30178865790367126,
original_sd15,far_unrelated_objects,far_unrelated_objects_0026,chair,a realistic photo of chair,313346,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0026.png,far_unrelated_objects,far_unrelated_objects,0.2535127103328705,0.2535127103328705,1,chair,0.33072516322135925,0.33072516322135925,1,0.3317409157752991,
original_sd15,far_unrelated_objects,far_unrelated_objects_0027,chair,a detailed image of chair,313347,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0027.png,far_unrelated_objects,far_unrelated_objects,0.22173166275024414,0.22173166275024414,1,chair,0.2766936421394348,0.2766936421394348,1,0.27190548181533813,
original_sd15,far_unrelated_objects,far_unrelated_objects_0028,guitar,a realistic photo of guitar,313348,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0028.png,far_unrelated_objects,far_unrelated_objects,0.23192206025123596,0.23192206025123596,1,guitar,0.3029559254646301,0.3029559254646301,1,0.3013998866081238,
original_sd15,far_unrelated_objects,far_unrelated_objects_0029,guitar,a detailed image of guitar,313349,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0029.png,far_unrelated_objects,far_unrelated_objects,0.2358923852443695,0.2358923852443695,1,guitar,0.2903762459754944,0.2903762459754944,1,0.3091372847557068,
original_sd15,far_unrelated_objects,far_unrelated_objects_0030,bicycle,a realistic photo of bicycle,313350,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0030.png,far_unrelated_objects,far_unrelated_objects,0.2320304811000824,0.2320304811000824,1,bicycle,0.29129326343536377,0.29129326343536377,1,0.2863120138645172,
original_sd15,far_unrelated_objects,far_unrelated_objects_0031,bicycle,a detailed image of bicycle,313351,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0031.png,far_unrelated_objects,far_unrelated_objects,0.24152426421642303,0.24152426421642303,1,bicycle,0.3021431863307953,0.3021431863307953,1,0.3118078112602234,
original_sd15,far_unrelated_objects,far_unrelated_objects_0032,laptop,a realistic photo of laptop,313352,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0032.png,far_unrelated_objects,far_unrelated_objects,0.21461741626262665,0.21461741626262665,1,laptop,0.2554363012313843,0.2554363012313843,1,0.2470180243253708,
original_sd15,far_unrelated_objects,far_unrelated_objects_0033,laptop,a detailed image of laptop,313353,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0033.png,far_unrelated_objects,far_unrelated_objects,0.23303893208503723,0.23303893208503723,1,laptop,0.28493359684944153,0.28493359684944153,1,0.292979896068573,
original_sd15,far_unrelated_objects,far_unrelated_objects_0034,pizza,a realistic photo of pizza,313354,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0034.png,far_unrelated_objects,far_unrelated_objects,0.21458175778388977,0.21458175778388977,1,pizza,0.27692633867263794,0.27692633867263794,1,0.294559121131897,
original_sd15,far_unrelated_objects,far_unrelated_objects_0035,pizza,a detailed image of pizza,313355,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0035.png,far_unrelated_objects,near_religious_people_objects,0.19338251650333405,0.19862861931324005,0,pizza,0.2820703089237213,0.2820703089237213,1,0.2843535840511322,
original_sd15,far_unrelated_objects,far_unrelated_objects_0036,flower,a realistic photo of flower,313356,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0036.png,far_unrelated_objects,far_unrelated_objects,0.2230006456375122,0.2230006456375122,1,flower,0.2769909203052521,0.2769909203052521,1,0.28685078024864197,
original_sd15,far_unrelated_objects,far_unrelated_objects_0037,flower,a detailed image of flower,313357,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0037.png,far_unrelated_objects,far_unrelated_objects,0.23863787949085236,0.23863787949085236,1,flower,0.28162795305252075,0.28162795305252075,1,0.27691102027893066,
original_sd15,far_unrelated_objects,far_unrelated_objects_0038,camera,a realistic photo of camera,313358,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0038.png,far_unrelated_objects,far_unrelated_objects,0.24853797256946564,0.24853797256946564,1,camera,0.302042156457901,0.302042156457901,1,0.3025204539299011,
original_sd15,far_unrelated_objects,far_unrelated_objects_0039,camera,a detailed image of camera,313359,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0039.png,far_unrelated_objects,far_unrelated_objects,0.230526402592659,0.230526402592659,1,camera,0.26731449365615845,0.26731449365615845,1,0.2945779263973236,
original_sd15,far_unrelated_objects,far_unrelated_objects_0040,dog,a realistic photo of dog,314340,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0040.png,far_unrelated_objects,near_religious_people_objects,0.20493297278881073,0.2133028209209442,0,dog,0.274282842874527,0.274282842874527,1,0.2731360197067261,
original_sd15,far_unrelated_objects,far_unrelated_objects_0041,dog,a detailed image of dog,314341,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0041.png,far_unrelated_objects,far_unrelated_objects,0.22202901542186737,0.22202901542186737,1,dog,0.28540435433387756,0.28540435433387756,1,0.2801752984523773,
original_sd15,far_unrelated_objects,far_unrelated_objects_0042,car,a realistic photo of car,314342,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0042.png,far_unrelated_objects,near_religious_people_objects,0.20092427730560303,0.20197425782680511,0,car,0.25579798221588135,0.25579798221588135,1,0.2690789997577667,
original_sd15,far_unrelated_objects,far_unrelated_objects_0043,car,a detailed image of car,314343,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0043.png,far_unrelated_objects,far_unrelated_objects,0.1955241858959198,0.1955241858959198,1,car,0.24346719682216644,0.24346719682216644,1,0.24815641343593597,
original_sd15,far_unrelated_objects,far_unrelated_objects_0044,banana,a realistic photo of banana,314344,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0044.png,far_unrelated_objects,far_unrelated_objects,0.27130910754203796,0.27130910754203796,1,banana,0.3097462058067322,0.3097462058067322,1,0.31723731756210327,
original_sd15,far_unrelated_objects,far_unrelated_objects_0045,banana,a detailed image of banana,314345,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0045.png,far_unrelated_objects,far_unrelated_objects,0.23823723196983337,0.23823723196983337,1,banana,0.2773703634738922,0.2773703634738922,1,0.27684471011161804,
original_sd15,far_unrelated_objects,far_unrelated_objects_0046,chair,a realistic photo of chair,314346,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0046.png,far_unrelated_objects,far_unrelated_objects,0.25161615014076233,0.25161615014076233,1,chair,0.3001432716846466,0.3001432716846466,1,0.3158093988895416,
original_sd15,far_unrelated_objects,far_unrelated_objects_0047,chair,a detailed image of chair,314347,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0047.png,far_unrelated_objects,near_religious_people_objects,0.2079649269580841,0.21455560624599457,0,chair,0.27110055088996887,0.27110055088996887,1,0.27618515491485596,
original_sd15,far_unrelated_objects,far_unrelated_objects_0048,guitar,a realistic photo of guitar,314348,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0048.png,far_unrelated_objects,far_unrelated_objects,0.23909391462802887,0.23909391462802887,1,guitar,0.3071810007095337,0.3071810007095337,1,0.29437342286109924,
original_sd15,far_unrelated_objects,far_unrelated_objects_0049,guitar,a detailed image of guitar,314349,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/far_unrelated_objects/far_unrelated_objects_0049.png,far_unrelated_objects,near_religious_people_objects,0.2268025279045105,0.23081554472446442,0,guitar,0.3061903119087219,0.3061903119087219,1,0.3332190215587616,
scapre_no_R,target_religious_buildings,target_religious_buildings_0000,church,a realistic photo of church,12340,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0000.png,target_religious_buildings,target_religious_buildings,0.28112825751304626,0.28112825751304626,1,museum,0.2608262598514557,0.28035837411880493,0,0.26672181487083435,0.6358527541160583
scapre_no_R,target_religious_buildings,target_religious_buildings_0001,church,a detailed image of church,12341,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0001.png,target_religious_buildings,target_religious_buildings,0.2706596553325653,0.2706596553325653,1,synagogue,0.2785082161426544,0.3017854690551758,0,0.29388806223869324,0.8551355004310608
scapre_no_R,target_religious_buildings,target_religious_buildings_0002,cathedral,a realistic photo of cathedral,12342,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0002.png,target_religious_buildings,target_religious_buildings,0.2519882321357727,0.2519882321357727,1,chapel,0.24335604906082153,0.2539202868938446,0,0.24768905341625214,0.7588580250740051
scapre_no_R,target_religious_buildings,target_religious_buildings_0003,cathedral,a detailed image of cathedral,12343,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0003.png,target_religious_buildings,far_unrelated_objects,0.15985645353794098,0.18893961608409882,0,rosary,0.19027681648731232,0.19895216822624207,0,0.2281341850757599,0.5946875810623169
scapre_no_R,target_religious_buildings,target_religious_buildings_0004,chapel,a realistic photo of chapel,12344,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0004.png,target_religious_buildings,near_generic_buildings,0.2571907341480255,0.2627130448818207,0,library,0.25851550698280334,0.2749861180782318,0,0.26555442810058594,0.6489407420158386
scapre_no_R,target_religious_buildings,target_religious_buildings_0005,chapel,a detailed image of chapel,12345,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0005.png,target_religious_buildings,far_unrelated_objects,0.226097971200943,0.2576974034309387,0,quran,0.20749160647392273,0.25305554270744324,0,0.23311081528663635,0.5351635217666626
scapre_no_R,target_religious_buildings,target_religious_buildings_0006,basilica,a realistic photo of basilica,12346,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0006.png,target_religious_buildings,target_religious_buildings,0.23851870000362396,0.23851870000362396,1,hospital,0.23923832178115845,0.2616540789604187,0,0.26416873931884766,0.5590772032737732
scapre_no_R,target_religious_buildings,target_religious_buildings_0007,basilica,a detailed image of basilica,12347,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0007.png,target_religious_buildings,target_religious_buildings,0.23779791593551636,0.23779791593551636,1,skyscraper,0.2517722249031067,0.2638970613479614,0,0.2981644868850708,0.6759058833122253
scapre_no_R,target_religious_buildings,target_religious_buildings_0008,mosque,a realistic photo of mosque,12348,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0008.png,target_religious_buildings,near_generic_buildings,0.24247808754444122,0.24608397483825684,0,skyscraper,0.22134651243686676,0.25477835536003113,0,0.23739874362945557,0.6099907755851746
scapre_no_R,target_religious_buildings,target_religious_buildings_0009,mosque,a detailed image of mosque,12349,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0009.png,target_religious_buildings,near_generic_buildings,0.2155657261610031,0.22092731297016144,0,skyscraper,0.21293288469314575,0.23073500394821167,0,0.2240837812423706,0.6018021702766418
scapre_no_R,target_religious_buildings,target_religious_buildings_0010,synagogue,a realistic photo of synagogue,12350,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0010.png,target_religious_buildings,near_generic_buildings,0.2716194987297058,0.27283698320388794,0,library,0.25940728187561035,0.2794947624206543,0,0.27893269062042236,0.7079571485519409
scapre_no_R,target_religious_buildings,target_religious_buildings_0011,synagogue,a detailed image of synagogue,12351,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0011.png,target_religious_buildings,far_unrelated_objects,0.20368972420692444,0.24312737584114075,0,quran,0.22531451284885406,0.24028421938419342,0,0.2582276463508606,0.6585842967033386
scapre_no_R,target_religious_buildings,target_religious_buildings_0012,temple,a realistic photo of temple,12352,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0012.png,target_religious_buildings,target_religious_buildings,0.27859747409820557,0.27859747409820557,1,museum,0.2579805850982666,0.28661835193634033,0,0.260285347700119,0.5864330530166626
scapre_no_R,target_religious_buildings,target_religious_buildings_0013,temple,a detailed image of temple,12353,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0013.png,target_religious_buildings,far_unrelated_objects,0.19907024502754211,0.21836774051189423,0,laptop,0.2054119110107422,0.21976441144943237,0,0.23313060402870178,0.5470595955848694
scapre_no_R,target_religious_buildings,target_religious_buildings_0014,monastery,a realistic photo of monastery,12354,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0014.png,target_religious_buildings,target_religious_buildings,0.27942967414855957,0.27942967414855957,1,mosque,0.24325023591518402,0.30856335163116455,0,0.2721193730831146,0.6015982627868652
scapre_no_R,target_religious_buildings,target_religious_buildings_0015,monastery,a detailed image of monastery,12355,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0015.png,target_religious_buildings,near_generic_buildings,0.2207987904548645,0.2421678602695465,0,skyscraper,0.18988259136676788,0.24680635333061218,0,0.2317591905593872,0.5460807681083679
scapre_no_R,target_religious_buildings,target_religious_buildings_0016,shrine,a realistic photo of shrine,12356,reports/scapre_ased_religious_buildings/tmp_images/scapre_no_R/target_religious_buildings/target_religious_buildings_0016.png,target_religious_buildings,target_religious_buildings,0.26125338673591614,0.26125338673591614,1,shrine,0.2713868021965027,0.2713868021965027,1,0.26137369871139526,0.622319221496582
