edit_seed,variant,role,concept,accuracy,delta_vs_official
20260824,identity_B,retain,chesapeake bay retriever,11.666666666666666,4.999999999999999
20260824,identity_B,retain,pug,82.5,1.6666666666666714
20260824,identity_B,target,tabby,11.666666666666666,-0.8333333333333339
20260824,identity_B,target,tiger cat,44.166666666666664,0.0
20260824,identity_B,retain,persian cat,20.833333333333332,0.0
20260824,identity_B,retain,siamese cat,37.5,0.8333333333333357
20260824,identity_B,retain,egyptian cat,0.8333333333333334,0.8333333333333334
20260824,identity_B,target,orange,6.666666666666667,-0.833333333333333
20260824,identity_B,target,lemon,10.0,0.0
20260824,identity_B,retain,pomegranate,17.5,0.8333333333333321
20260824,identity_B,retain,fig,13.333333333333334,-1.666666666666666
20260824,identity_B,retain,granny smith,22.5,1.6666666666666679
20260824,identity_B,target,yawl,35.0,-4.166666666666664
20260824,identity_B,target,lifeboat,3.3333333333333335,-1.6666666666666665
20260824,identity_B,retain,speedboat,98.33333333333333,0.0
20260824,identity_B,retain,catamaran,89.16666666666667,-1.6666666666666572
20260824,identity_B,retain,schooner,91.66666666666667,1.6666666666666714
20260824,identity_B,target,soccer ball,34.166666666666664,0.8333333333333286
20260824,identity_B,target,volleyball,10.0,2.5
20260824,identity_B,retain,tennis ball,19.166666666666668,-0.8333333333333321
20260824,identity_B,retain,rugby ball,28.333333333333332,2.5
20260824,identity_B,retain,ping-pong ball,32.5,-1.6666666666666643
